Date,Open,High,Low,Close,Volume
2023-01-01 00:00:00,10.000000000000002,10.00009474011761,9.999813005465448,10.000000000000002,68798452.46955302
2023-01-01 01:00:00,10.000000000000002,10.000000000000002,9.951551134815883,9.961336557745508,35804890.53947978
2023-01-01 02:00:00,9.961336557745508,9.961336557745508,9.841029064310565,9.846057795325645,77075100.05060561
2023-01-01 03:00:00,9.846057795325645,9.888943812118413,9.807545457783213,9.854978658406125,49979356.27168967
2023-01-01 04:00:00,9.854978658406125,9.977379813003473,9.854978658406125,9.875937421292914,127749802.879198
2023-01-01 05:00:00,9.875937421292914,9.95803118360337,9.857070328193487,9.933966070968083,110521642.40001619
2023-01-01 06:00:00,9.933966070968083,9.940566392316505,9.865964166521168,9.888182356810935,119557855.97181512
2023-01-01 07:00:00,9.888182356810935,9.888182356810935,9.819738733788212,9.827096370040286,83269878.95438229
2023-01-01 08:00:00,9.827096370040286,9.910097445773323,9.785395758281584,9.86504317584251,92802558.22491556
2023-01-01 09:00:00,9.86504317584251,9.86504317584251,9.60282465759744,9.72024258437252,160569606.06129926
2023-01-01 10:00:00,9.72024258437252,9.838787102262888,9.707279462129376,9.780735416279077,76447820.22251505
2023-01-01 11:00:00,9.780735416279077,9.880510808455513,9.780735416279077,9.839070528216613,101231142.35129231
2023-01-01 12:00:00,9.839070528216613,9.839070528216613,9.642781140324782,9.669155441492732,122474670.40188806
2023-01-01 13:00:00,9.669155441492732,9.69954862996117,9.563654647468205,9.64467929570284,102341321.2700599
2023-01-01 14:00:00,9.64467929570284,9.64467929570284,9.488374340410573,9.538985954715772,140463583.18562627
2023-01-01 15:00:00,9.538985954715772,9.538985954715772,9.480853736010275,9.517425433007821,90580409.4732349
2023-01-01 16:00:00,9.517425433007821,9.517425433007821,9.332470366580347,9.409058897654063,135853450.1371263
2023-01-01 17:00:00,9.409058897654063,9.66044624806749,9.409058897654063,9.642001252501608,47347460.34756649
2023-01-01 18:00:00,9.642001252501608,9.642001252501608,9.317195308999496,9.418167623829717,71549960.13021004
2023-01-01 19:00:00,9.418167623829717,9.82458824131207,9.418167623829717,9.729413319050979,171058956.37908188
2023-01-01 20:00:00,9.729413319050979,9.940308375185127,9.729413319050979,9.89854926946364,127008051.40479834
2023-01-01 21:00:00,9.89854926946364,9.89854926946364,9.716655228786193,9.817948577925867,62909154.44129655
2023-01-01 22:00:00,9.817948577925867,9.950232292536395,9.817948577925867,9.895288730334427,75590933.49373996
2023-01-01 23:00:00,9.895288730334427,9.898736793314903,9.876509050494123,9.884096741453101,141653073.53097144
2023-01-02 00:00:00,9.884096741453101,10.053190142891205,9.876608496957193,9.94836170925635,136442494.3818828
2023-01-02 01:00:00,9.94836170925635,10.10100791820559,9.94836170925635,10.029352716261627,143631972.45832783
2023-01-02 02:00:00,10.029352716261627,10.029352716261627,10.01446440707059,10.021749846897245,98606913.49152184
2023-01-02 03:00:00,10.021749846897245,10.111274995175313,10.021749846897245,10.108642862111846,154648177.64848062
2023-01-02 04:00:00,10.108642862111846,10.247780512231067,10.108642862111846,10.24294814551035,104769378.38870217
2023-01-02 05:00:00,10.24294814551035,10.315374448136636,10.190766334444954,10.24769729333756,106071727.75526166
2023-01-02 06:00:00,10.24769729333756,10.347579675875846,10.222017763067033,10.28844565262491,63037192.55710876
2023-01-02 07:00:00,10.28844565262491,10.329753422861906,10.252030090183611,10.321575460211854,140135278.69048756
2023-01-02 08:00:00,10.321575460211854,10.357687875134904,10.17097822572548,10.312939957201175,244360076.1395868
2023-01-02 09:00:00,10.312939957201175,10.644769105356533,10.312939957201175,10.549968107616923,68274651.27396105
2023-01-02 10:00:00,10.549968107616923,10.765348154810738,10.549968107616923,10.75338545342132,91699563.85562205
2023-01-02 11:00:00,10.75338545342132,10.75338545342132,10.490966849718369,10.577443899851264,114347160.87803309
2023-01-02 12:00:00,10.577443899851264,10.577443899851264,10.37770152097885,10.416465086333616,70205836.46102524
2023-01-02 13:00:00,10.416465086333616,10.510582048931353,10.416465086333616,10.506101468680598,125821177.55497402
2023-01-02 14:00:00,10.506101468680598,10.506101468680598,10.266531490101753,10.29386669478846,71741330.29072632
2023-01-02 15:00:00,10.29386669478846,10.69257486241227,10.29386669478846,10.384266786681021,98415271.82711616
2023-01-02 16:00:00,10.384266786681021,10.536435511383626,10.384266786681021,10.501203719734153,78931277.9623517
2023-01-02 17:00:00,10.501203719734153,10.769529771008575,10.501203719734153,10.671235862940183,86349059.3149441
2023-01-02 18:00:00,10.671235862940183,10.75812363772559,10.62539489492435,10.66205637882019,105697743.4369063
2023-01-02 19:00:00,10.66205637882019,10.846521311023523,10.66205637882019,10.812633741982262,161366111.92417902
2023-01-02 20:00:00,10.812633741982262,10.85016118637978,10.793565871761773,10.818956169785777,190170594.02899846
2023-01-02 21:00:00,10.818956169785777,11.075890274988359,10.818956169785777,11.009546408668342,53810015.53135071
2023-01-02 22:00:00,11.009546408668342,11.092940478260003,10.981507929179449,11.084774159637952,163880895.72921306
2023-01-02 23:00:00,11.084774159637952,11.084774159637952,10.98071084059979,11.038330180752702,88083718.2815388
2023-01-03 00:00:00,11.038330180752702,11.038330180752702,10.80951459079926,10.857354110698523,124375223.85484517
2023-01-03 01:00:00,10.857354110698523,10.857354110698523,10.560245419805797,10.582495481581567,116719924.10180949
2023-01-03 02:00:00,10.582495481581567,10.598521527977985,10.520493416095718,10.54764886557164,61953103.90618495
2023-01-03 03:00:00,10.54764886557164,10.645812950424313,10.54764886557164,10.605459606977291,269009013.1573557
2023-01-03 04:00:00,10.605459606977291,10.756243478862704,10.605459606977291,10.753010139219086,168724096.95367438
2023-01-03 05:00:00,10.753010139219086,10.840841941110966,10.62079221991583,10.668442459170313,226547753.56339106
2023-01-03 06:00:00,10.668442459170313,10.668442459170313,10.628806273571803,10.631936639658338,49384486.61083408
2023-01-03 07:00:00,10.631936639658338,10.812056252322536,10.631936639658338,10.776212744769131,115045216.78601414
2023-01-03 08:00:00,10.776212744769131,10.794729349474707,10.611418340671575,10.69343911872796,135743171.04973546
2023-01-03 09:00:00,10.69343911872796,11.215535630648434,10.69343911872796,10.900960418964887,55061679.4285844
2023-01-03 10:00:00,10.900960418964887,10.900960418964887,10.66180822785542,10.790654840495746,63588857.31061974
2023-01-03 11:00:00,10.790654840495746,10.9773446043455,10.790654840495746,10.930863872585611,38107907.443974406
2023-01-03 12:00:00,10.930863872585611,11.025908342450343,10.824159725156,10.99125622640888,97429377.21366963
2023-01-03 13:00:00,10.99125622640888,10.99125622640888,10.489717221641836,10.55521942223895,81402154.53405061
2023-01-03 14:00:00,10.55521942223895,10.917372714101806,10.55521942223895,10.750915431295482,43433350.82760025
2023-01-03 15:00:00,10.750915431295482,10.750915431295482,10.183582942329197,10.428018055429074,119474990.52580677
2023-01-03 16:00:00,10.428018055429074,11.285012228492056,10.428018055429074,11.127216500251215,144748821.23840645
2023-01-03 17:00:00,11.127216500251215,11.368851552280407,11.127216500251215,11.348265735441338,120696078.42694165
2023-01-03 18:00:00,11.348265735441338,11.516295586690099,11.088742072231852,11.399616708972014,113429343.01903531
